18, Private, 469921, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
30, ?, 156890, 10th, 6, Divorced, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 208711, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 50, United-States, >50K
46, Private, 137547, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
23, Private, 220168, HS-grad, 9, Never-married, Sales, Other-relative, Black, Female, 0, 0, 25, Jamaica, <=50K
47, Local-gov, 37672, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, <=50K
20, Private, 196643, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
21, ?, 355686, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 10, United-States, <=50K
28, Private, 197484, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
61, Local-gov, 115023, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, State-gov, 234824, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 72, United-States, <=50K
30, State-gov, 361497, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, >50K
